id,title,company,location,city,state,description,requirements,salary,job_type,url,source,source_url,scraped_at,platform
Harbor Chase_3611004415674298212,Director of Life Enrichment,Harbor Chase,"Jasper, AL 35501, USA",Jasper,AL,"Director of Life Enrichment
Jun 24, 2025
Job Category: Life Enrichment
Requisition Number: DIREC021348
Schedule: Full Time
Job Location Type: On-site




Jasper, AL 35501, USA





Develops and implements inspiring success oriented Life Enrichment programs designed to meet the overall needs of the residents based on the person centered care approach.",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=65b9e359-7f94-4c06-ad6c-7b4364b0f1a1,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T00:50:44.021835,ultipro
Harbor Chase_5905255962733781455,Care Partner,Harbor Chase,"Jasper, AL 35501, USA",Jasper,AL,"Care Partner
Jun 24, 2025
Job Category: Resident Care-AL
Requisition Number: CAREP021347
Schedule: Full Time




Jasper, AL 35501, USA





HARBORCHASE IS HIRING!!! COME BE PART OF SOMETHING MAGNIFICENT! Working at HarborChase - Experience Genuine Hospitality HRA is transforming the senior housing industry, and that includes shaping our talent into tomorrow’s leaders. At HarborChase, we believe that success starts with our Associates and we pride ourselves on hiring the best. Are you ready to ta...","Genuine Hospitality HRA is transforming the senior housing industry, and that includes shaping our talent into tomorrow’s leaders. At HarborChase, we believe that success starts with our Associates and we pride ourselves on hiring the best. Are you ready to take your career to the next level? Do you desire a career that is rewarding and one that rewards you?",Salary not specified,Full-time,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=98958969-6c48-4a41-ac61-97ecc1443e74,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T00:50:45.865051,ultipro
Harbor Chase_3767888754989600424,LPN,Harbor Chase,"Jasper, AL 35501, USA",Jasper,AL,"LPN
Jun 24, 2025
Job Category: Resident Care-AL
Requisition Number: LPN00021346
Schedule: Part Time
Job Location Type: On-site




Jasper, AL 35501, USA





Provides direct and individual nursing care to assigned residents based on nursing standards and under the supervision of the Director of Resident Care (DRC). Also maintains compliance with all state and federal regulations and the standards of HRA.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=7cf9cb89-d548-4466-9320-be945323b72a,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T00:50:48.447475,ultipro
Artis Senior Living_7211018339885287536,"Director of Sales, Senior Living",Artis Senior Living,"Artis Senior Living | Somers


Yorktown Heights, NY 10598, USA",Yorktown Heights,NY,"Director of Sales, Senior Living
Jul 10, 2025
Job Category: General
Requisition Number: DIREC003512
Schedule: Full Time

Artis Senior Living | Somers


Yorktown Heights, NY 10598, USA





The Director, Sales and Marketing will drive internal and external sales efforts to achieve and exceed community performance goals, while continuously maximizing occupancy. *Starting base salary is $85000 - $90000 / year, plus bonus! *This is a full time position offering a Monday-Friday schedule, 9am-5pm! Som...",is required.,$85000 - $90000,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=f3d2ef70-e719-43f5-889d-73b107f57b01,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:08.395687,ultipro
Artis Senior Living_4847145750109348074,Certified MedTech / Medication Assistant (CMA) - Part Time / PRN,Artis Senior Living,"Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA",Bethel Park,PA,"Certified MedTech / Medication Assistant (CMA) - Part Time / PRN
Jul 10, 2025
Job Category: Care Partner
Requisition Number: CERTI003511
Schedule: Part Time

Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA





The Certified Med Tech / Medication Assistant (CMA) will administer medications to residents and observe, record, and report, medication interactions or side effects. Will also assist residents with activities of daily living such as grooming, oral hygiene, toi...",Requirements not specified,$21.50,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=458a85bc-64e1-4913-a8fe-249d584742ab,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:10.141030,ultipro
Artis Senior Living_2211329146386638442,Caregiver / CNA - Part Time,Artis Senior Living,"Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA",Bethel Park,PA,"Caregiver / CNA - Part Time
Jul 10, 2025
Job Category: Care Partner
Requisition Number: CAREG003510
Schedule: Part Time

Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA





The Caregiver / CNA will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheim...",Requirements not specified,$18.25,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=316048d1-f4ee-4a8b-bc83-45f332c48173,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:11.650568,ultipro
Artis Senior Living_9002884337699275908,Caregiver / CNA,Artis Senior Living,"Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA",Bethel Park,PA,"Caregiver / CNA
Jul 10, 2025
Job Category: Care Partner
Requisition Number: CAREG003509
Schedule: Full Time

Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA





The Caregiver / CNA will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheimer's/Dementi...",Requirements not specified,$18.25,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=cad720b4-d689-4b95-add5-d92808bb5998,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:13.200206,ultipro
Artis Senior Living_4040885977598439158,Licensed Practical Nurse (LPN) - Part Time,Artis Senior Living,"Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA",Bethel Park,PA,"Licensed Practical Nurse (LPN) - Part Time
Jul 10, 2025
Job Category: CHW
Requisition Number: LICEN003508
Schedule: Part Time

Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA





The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or b...","with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $28 - $30 / hour! *This is a part time position offering a flexible schedule on 2nd shift (3pm-11pm) OR 3rd shift (11pm-7am)! Every other weekend is required!",$28 - $30,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=9541869a-8624-42b9-940c-4e530abbb977,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:15.162637,ultipro
Artis Senior Living_5792108080917825989,Licensed Practical Nurse (LPN),Artis Senior Living,"Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA",Bethel Park,PA,"Licensed Practical Nurse (LPN)
Jul 10, 2025
Job Category: CHW
Requisition Number: LICEN003507
Schedule: Full Time

Artis Senior Living | South Hills | Pittsburgh


Bethel Park, PA 15102, USA





The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral he...","with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $28 - $30 / hour! *This is a full time position offering a flexible schedule on 1st shift, 7am-3pm!",$28 - $30,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=c16269a8-a87b-4827-89f6-628d992ae1f2,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:17.395847,ultipro
Artis Senior Living_1674546672608988784,"Inside Sales Counselor, Senior Living",Artis Senior Living,"Artis Senior Living Lakeview


Chicago, IL 60657, USA",Chicago,IL,"Inside Sales Counselor, Senior Living
Jul 10, 2025
Job Category: General
Requisition Number: INSID003506
Schedule: Full Time

Artis Senior Living Lakeview


Chicago, IL 60657, USA





The Inside Sales Counselor will drive internal sales efforts to achieve and exceed community census goals. The SC is responsible for lead base management (inquiries, tours, lead follow-up, creative next steps and generating a 30-60-90 day pipeline). *1-2 years previous healthcare sales experience is required. *Sch...","is required. *Schedule required is Tuesday-Saturday, 8am-5pm. *Starting pay is $70000 per year, plus bonus!",$70000,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=97f4891f-cee9-4db7-8997-03bc2a25cf59,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:19.147476,ultipro
Artis Senior Living_6007570048404486643,"Executive Director, Senior Living",Artis Senior Living,"Artis Senior Living | Waltham


Lexington, MA 02421, USA",Lexington,MA,"Executive Director, Senior Living
Jul 10, 2025
Job Category: Administration
Requisition Number: EXECU003505
Schedule: Full Time

Artis Senior Living | Waltham


Lexington, MA 02421, USA





The Executive Director will manage the day-to-day operations of the community, ensuring Memory Care residents experience elevated care and customer service, while achieving and maintaining maximum occupancy. The ED will ensure smooth operation of all departments within the community and generate projected bu...","elevated care and customer service, while achieving and maintaining maximum occupancy. The ED will ensure smooth operation of all departments within the community and generate projected budget objectives. *This is a 72 unit standalone Memory Care community. The ideal candidate will have senior living, long term care, or SNF experience!",Salary not specified,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=4d1d3b69-ce6a-4895-ac93-08a3818eb054,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:20.789265,ultipro
Artis Senior Living_2558921916049985021,Life Enrichment Assistant / Activities Assistant - Part Time Weekends,Artis Senior Living,"Evesham, NJ 08053, USA",Evesham,NJ,"Life Enrichment Assistant / Activities Assistant - Part Time Weekends
Jul 9, 2025
Job Category: General
Requisition Number: LIFEE003504
Schedule: Part Time




Evesham, NJ 08053, USA





The Life Enrichment Assistant will engage residents in daily programming and entertainment. Assists the Director in the creation of activities designed to meet the individualized needs of our residents. Familiarity with Alzheimer's/Dementia, and a willingness to work with the elderly population is essential for...",Requirements not specified,$18 - $19,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=6deb6a5f-1ab5-4ac1-ab77-87b948e20572,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:22.395308,ultipro
Artis Senior Living_6578704057812792684,Licensed Practical Nurse (LPN),Artis Senior Living,"Evesham, NJ 08053, USA",Evesham,NJ,"Licensed Practical Nurse (LPN)
Jul 9, 2025
Job Category: CHW
Requisition Number: LICEN003502
Schedule: Full Time




Evesham, NJ 08053, USA





The Coordinator of Health and Wellness, LPN will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work...","with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $33 / hour! *This is a full time position offering a flexible OVERNIGHT schedule, 7pm-7am. Every other weekend is required!",$33,Full-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=ae928067-2365-4db5-80ca-8ea7c0f018c6,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:24.071649,ultipro
Artis Senior Living_3480714405643359770,CNA - PRN / Per Diem,Artis Senior Living,"Artis Senior Living


Olney, MD 20832, USA",Olney,MD,"CNA - PRN / Per Diem
Jul 9, 2025
Job Category: Care Partner
Requisition Number: CAREG003501
Schedule: Part Time

Artis Senior Living


Olney, MD 20832, USA





The Caregiver will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheimer's/Dementia, and a willingness to work with t...",Requirements not specified,$19 - $20,Part-time,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=b3564c5f-520d-45e6-a60c-6251704909ab,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:05:25.781160,ultipro
