title,company,location,category,salary_min,salary_max,job_type,quality_score,posted_date,application_url,requirements
"Clinical Assistant","Backus Hospital","Middletown, CT","medical_assistant",48619,57607,"contract",87,"2025-06-16","https://www.ziprecruiter.com/c/Backus-Hospital/Jobs/492732","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Respiratory Therapist","Prospect Medical Holdings","Fairfield, CT","medical_assistant",47451,57601,"full-time",78,"2025-06-23","https://www.indeed.com/viewjob?jk=5590798715575019","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Radiology Technician","Trinity Health","New Britain, CT","medical_assistant",43295,58837,"full-time",94,"2025-06-16","https://www.indeed.com/viewjob?jk=7599446194942754","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Medical Scribe","Yale New Haven Health System","Providence, RI","medical_assistant",48486,53563,"full-time",79,"2025-06-20","https://www.indeed.com/viewjob?jk=1555361058049084","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"EKG Technician","Day Kimball Hospital","Springfield, MA","medical_assistant",48574,55804,"part-time",91,"2025-06-23","https://careers.daykimballhospital.net/opportunities/9361","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"EKG Technician","Hospital of Central Connecticut","White Plains, NY","medical_assistant",45367,54241,"per-diem",80,"2025-06-20","https://careers.hospitalofcentralconnecticut.org/job/738002","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Phlebotomist","Danbury Hospital","Fairfield, CT","medical_assistant",44764,59343,"full-time",95,"2025-06-09","https://healthcarejobs.com/ct/danbury-hospital/66505","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"EKG Technician","Griffin Hospital","Hartford, CT","medical_assistant",53054,58427,"full-time",83,"2025-06-19","https://www.indeed.com/viewjob?jk=8763168939094907","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Medical Scribe","Griffin Hospital","Yonkers, NY","medical_assistant",56301,61537,"full-time",81,"2025-06-23","https://careers.griffinhospital.org/job/595493","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Medical Scribe","Stamford Hospital","Greenwich, CT","medical_assistant",50620,59240,"per-diem",80,"2025-06-23","https://www.ziprecruiter.com/c/Stamford-Hospital/Jobs/641133","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"EKG Technician","Danbury Hospital","Yonkers, NY","medical_assistant",50639,57747,"per-diem",89,"2025-06-23","https://www.glassdoor.com/job-listing/ekg-technician-danbury-hospital-JV_IC5943387.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"EKG Technician","Stamford Hospital","Norwalk, CT","medical_assistant",53590,63671,"part-time",89,"2025-06-23","https://jobs.stamfordhospital.com/apply/48841","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Medical Scribe","Prospect Medical Holdings","Waterbury, CT","medical_assistant",47320,60030,"per-diem",80,"2025-06-21","https://jobs.prospectmedicalholdings.com/apply/20537","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Clinical Assistant","Stamford Hospital","New Britain, CT","medical_assistant",49993,57438,"contract",83,"2025-06-13","https://www.glassdoor.com/job-listing/clinical-assistant-stamford-hospital-JV_IC9877808.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Physical Therapist","Prospect Medical Holdings","Bridgeport, CT","medical_assistant",45510,56497,"full-time",98,"2025-06-16","https://www.indeed.com/viewjob?jk=5363747105657074","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Occupational Therapist","Trinity Health","Stamford, CT","medical_assistant",51654,59050,"contract",94,"2025-06-12","https://www.glassdoor.com/job-listing/occupational-therapist-trinity-health-JV_IC3853226.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Lab Technician","Prospect Medical Holdings","Hartford, CT","medical_assistant",52525,57738,"part-time",86,"2025-06-23","https://careers.prospectmedicalholdings.org/job/968822","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Radiology Technician","Stamford Hospital","Meriden, CT","medical_assistant",44863,50472,"per-diem",89,"2025-06-20","https://careers.stamfordhospital.net/opportunities/6547","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Occupational Therapist","Middlesex Hospital","Norwich, CT","medical_assistant",49224,58122,"full-time",92,"2025-06-12","https://careers.middlesexhospital.org/job/992644","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Lab Technician","Connecticut Children's Medical Center","Milford, CT","medical_assistant",43268,54735,"contract",85,"2025-06-14","https://www.indeed.com/viewjob?jk=5360973215706822","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Radiology Technician","Hartford HealthCare","Springfield, MA","medical_assistant",47047,60174,"part-time",96,"2025-06-19","https://careers.hartfordhealthcare.net/opportunities/9983","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Medical Receptionist","Charlotte Hungerford Hospital","Waterbury, CT","medical_assistant",50642,58967,"contract",90,"2025-06-23","https://www.ziprecruiter.com/c/Charlotte-Hungerford-Hospital/Jobs/638494","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Radiology Technician","Prospect Medical Holdings","Norwalk, CT","medical_assistant",49076,64404,"part-time",87,"2025-06-10","https://www.glassdoor.com/job-listing/radiology-technician-prospect-medical-holdings-JV_IC9505940.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Radiology Technician","Hartford Hospital","Bridgeport, CT","medical_assistant",48984,59699,"part-time",86,"2025-06-18","https://healthcarejobs.com/ct/hartford-hospital/27298","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Physical Therapist","Griffin Hospital","Yonkers, NY","medical_assistant",55930,61255,"per-diem",94,"2025-06-21","https://www.ziprecruiter.com/c/Griffin-Hospital/Jobs/530247","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Phlebotomist","Griffin Hospital","New Haven, CT","medical_assistant",49928,64952,"per-diem",83,"2025-06-13","https://healthcarejobs.com/ct/griffin-hospital/78437","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Clinical Assistant","Bridgeport Hospital","Providence, RI","medical_assistant",53450,62140,"per-diem",92,"2025-06-10","https://careers.bridgeporthospital.org/job/118046","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Medical Assistant","Connecticut Children's Medical Center","New Haven, CT","medical_assistant",56636,64607,"full-time",84,"2025-06-10","https://careers.connecticutchildrensmedicalcenter.org/job/529523","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Radiology Technician","Stamford Hospital","New Haven, CT","medical_assistant",46648,62276,"contract",83,"2025-06-13","https://healthcarejobs.com/ct/stamford-hospital/66348","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Respiratory Therapist","Hospital of Central Connecticut","Bristol, CT","medical_assistant",43081,48527,"part-time",92,"2025-06-14","https://www.glassdoor.com/job-listing/respiratory-therapist-hospital-of-central-connecticut-JV_IC1355204.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Medical Assistant","Stamford Hospital","Bristol, CT","medical_assistant",45417,50511,"part-time",95,"2025-06-12","https://www.glassdoor.com/job-listing/medical-assistant-stamford-hospital-JV_IC2190812.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"EKG Technician","Griffin Hospital","Fairfield, CT","medical_assistant",45623,57710,"per-diem",83,"2025-06-12","https://www.glassdoor.com/job-listing/ekg-technician-griffin-hospital-JV_IC7830325.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Physical Therapist","Stamford Hospital","White Plains, NY","medical_assistant",52519,62323,"per-diem",92,"2025-06-16","https://www.glassdoor.com/job-listing/physical-therapist-stamford-hospital-JV_IC5646717.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Physical Therapist","Prospect Medical Holdings","Yonkers, NY","medical_assistant",55111,62113,"full-time",94,"2025-06-23","https://www.glassdoor.com/job-listing/physical-therapist-prospect-medical-holdings-JV_IC2062807.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Phlebotomist","Hartford Hospital","Springfield, MA","medical_assistant",53148,64016,"part-time",90,"2025-06-20","https://www.glassdoor.com/job-listing/phlebotomist-hartford-hospital-JV_IC2713875.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Radiology Technician","Bridgeport Hospital","Milford, CT","medical_assistant",50208,58920,"part-time",87,"2025-06-10","https://www.glassdoor.com/job-listing/radiology-technician-bridgeport-hospital-JV_IC9882822.htm","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Medical Scribe","St. Francis Hospital","New Britain, CT","medical_assistant",46484,57098,"per-diem",87,"2025-06-22","https://careers.st.francishospital.net/opportunities/1705","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Clinical Assistant","Yale New Haven Health System","Milford, CT","medical_assistant",46348,64488,"full-time",90,"2025-06-18","https://healthcarejobs.com/ct/yale-new-haven-health-system/22651","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Clinical Assistant","Middlesex Hospital","Waterbury, CT","medical_assistant",47950,62197,"per-diem",90,"2025-06-15","https://careers.middlesexhospital.net/opportunities/8819","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Lab Technician","Hartford Hospital","Yonkers, NY","medical_assistant",49845,54969,"contract",92,"2025-06-12","https://careers.hartfordhospital.net/opportunities/4099","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Occupational Therapist","Day Kimball Hospital","Stamford, CT","medical_assistant",50496,64608,"full-time",88,"2025-06-20","https://www.ziprecruiter.com/c/Day-Kimball-Hospital/Jobs/711480","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Pharmacy Technician","Danbury Hospital","Fairfield, CT","medical_assistant",53385,60949,"full-time",81,"2025-06-10","https://careers.danburyhospital.org/job/971307","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Phlebotomist","Griffin Hospital","Bristol, CT","medical_assistant",55310,63784,"per-diem",83,"2025-06-10","https://www.ziprecruiter.com/c/Griffin-Hospital/Jobs/728273","• Medical Assistant certification or equivalent experience | • High school diploma required, associate degree preferred | • Previous clinical experience preferred | • Proficiency in electronic health records | • Strong organizational and multitasking abilities"
"Respite Care Provider","Yale New Haven Hospital","West Haven, CT","home_health",32929,45814,"part-time",88,"2025-06-14","https://healthcarejobs.com/ct/yale-new-haven-hospital/98449","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Trinity Health","Danbury, CT","home_health",35320,46623,"full-time",96,"2025-06-21","https://careers.trinityhealth.net/opportunities/4478","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Day Kimball Hospital","New Britain, CT","home_health",35327,44334,"part-time",82,"2025-06-15","https://careers.daykimballhospital.org/job/389575","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Live-in Caregiver","Yale New Haven Health System","Greenwich, CT","home_health",36952,47340,"per-diem",96,"2025-06-13","https://healthcarejobs.com/ct/yale-new-haven-health-system/57365","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Danbury Hospital","Springfield, MA","home_health",33861,45067,"contract",82,"2025-06-12","https://www.indeed.com/viewjob?jk=7203759195322562","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Elder Care Assistant","Prospect Medical Holdings","Milford, CT","home_health",33591,42795,"full-time",84,"2025-06-23","https://careers.prospectmedicalholdings.org/job/474266","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Live-in Caregiver","Griffin Hospital","Danbury, CT","home_health",34538,43944,"part-time",93,"2025-06-19","https://www.indeed.com/viewjob?jk=7840388132909065","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Middlesex Hospital","New Britain, CT","home_health",34768,45451,"full-time",89,"2025-06-09","https://www.indeed.com/viewjob?jk=9490814495751638","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Health Aide","Danbury Hospital","New Haven, CT","home_health",35096,46692,"contract",82,"2025-06-23","https://www.indeed.com/viewjob?jk=3147930655532773","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Yale New Haven Hospital","New Haven, CT","home_health",32768,40043,"per-diem",98,"2025-06-23","https://www.ziprecruiter.com/c/Yale-New-Haven-Hospital/Jobs/298208","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Care Nurse","Prospect Medical Holdings","Bridgeport, CT","home_health",39136,46249,"per-diem",86,"2025-06-15","https://www.glassdoor.com/job-listing/home-care-nurse-prospect-medical-holdings-JV_IC5025530.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Elder Care Assistant","Bridgeport Hospital","Bristol, CT","home_health",32197,46967,"full-time",91,"2025-06-22","https://www.glassdoor.com/job-listing/elder-care-assistant-bridgeport-hospital-JV_IC8373248.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Hospital of Central Connecticut","Waterbury, CT","home_health",33387,43744,"per-diem",95,"2025-06-09","https://www.ziprecruiter.com/c/Hospital-of-Central-Connecticut/Jobs/654249","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Day Kimball Hospital","Bristol, CT","home_health",32928,46282,"full-time",93,"2025-06-20","https://www.indeed.com/viewjob?jk=5791854444486834","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Hartford HealthCare","Milford, CT","home_health",36821,47245,"per-diem",82,"2025-06-15","https://www.glassdoor.com/job-listing/companion-caregiver-hartford-healthcare-JV_IC8796609.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Middlesex Hospital","Stamford, CT","home_health",34364,43323,"part-time",98,"2025-06-14","https://healthcarejobs.com/ct/middlesex-hospital/31640","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Health Aide","Griffin Hospital","New Haven, CT","home_health",34372,39900,"per-diem",92,"2025-06-21","https://careers.griffinhospital.net/opportunities/8376","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Hospice Aide","Middlesex Hospital","Yonkers, NY","home_health",39553,46742,"full-time",98,"2025-06-11","https://careers.middlesexhospital.org/job/509977","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Elder Care Assistant","Yale New Haven Health System","White Plains, NY","home_health",36948,43180,"part-time",86,"2025-06-13","https://healthcarejobs.com/ct/yale-new-haven-health-system/47782","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Health Aide","Day Kimball Hospital","Waterbury, CT","home_health",39436,45608,"per-diem",82,"2025-06-12","https://www.ziprecruiter.com/c/Day-Kimball-Hospital/Jobs/124019","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Personal Care Assistant","Hospital of Central Connecticut","Norwalk, CT","home_health",35318,41513,"part-time",96,"2025-06-15","https://healthcarejobs.com/ct/hospital-of-central-connecticut/70737","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Hartford Hospital","Providence, RI","home_health",32017,37356,"per-diem",82,"2025-06-19","https://careers.hartfordhospital.net/opportunities/5868","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Yale New Haven Health System","New Britain, CT","home_health",38468,44474,"full-time",93,"2025-06-11","https://www.indeed.com/viewjob?jk=2365673074874555","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Stamford Hospital","Springfield, MA","home_health",35235,40988,"per-diem",94,"2025-06-22","https://www.glassdoor.com/job-listing/companion-caregiver-stamford-hospital-JV_IC2775162.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Personal Care Assistant","Griffin Hospital","Springfield, MA","home_health",35691,41665,"contract",85,"2025-06-20","https://careers.griffinhospital.org/job/803021","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Hospice Aide","Hartford HealthCare","Norwich, CT","home_health",38676,47291,"per-diem",88,"2025-06-14","https://careers.hartfordhealthcare.net/opportunities/1147","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Live-in Caregiver","Yale New Haven Health System","Greenwich, CT","home_health",39979,45306,"contract",93,"2025-06-20","https://www.indeed.com/viewjob?jk=9107076733392712","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Hospice Aide","Middlesex Hospital","Bristol, CT","home_health",35384,45410,"part-time",96,"2025-06-14","https://careers.middlesexhospital.net/opportunities/1179","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Hartford HealthCare","Bristol, CT","home_health",36001,42595,"full-time",91,"2025-06-21","https://jobs.hartfordhealthcare.com/apply/63991","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Care Nurse","St. Francis Hospital","Middletown, CT","home_health",36703,42341,"contract",82,"2025-06-15","https://healthcarejobs.com/ct/st.-francis-hospital/64519","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Hartford Hospital","Norwalk, CT","home_health",39989,47610,"full-time",84,"2025-06-21","https://careers.hartfordhospital.net/opportunities/4506","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Connecticut Children's Medical Center","Greenwich, CT","home_health",39867,47448,"part-time",79,"2025-06-22","https://www.ziprecruiter.com/c/Connecticut-Children's-Medical-Center/Jobs/583450","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Trinity Health","Fairfield, CT","home_health",39330,46121,"contract",84,"2025-06-12","https://www.ziprecruiter.com/c/Trinity-Health/Jobs/473271","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Norwalk Hospital","West Haven, CT","home_health",32701,41708,"full-time",91,"2025-06-12","https://healthcarejobs.com/ct/norwalk-hospital/45319","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Care Nurse","Trinity Health","Yonkers, NY","home_health",39937,47163,"per-diem",88,"2025-06-23","https://www.glassdoor.com/job-listing/home-care-nurse-trinity-health-JV_IC5376419.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Care Nurse","Hartford Hospital","Milford, CT","home_health",37068,42395,"full-time",92,"2025-06-14","https://careers.hartfordhospital.org/job/213396","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Care Nurse","Hartford Hospital","Springfield, MA","home_health",33988,43615,"contract",83,"2025-06-23","https://careers.hartfordhospital.org/job/425361","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Yale New Haven Hospital","Milford, CT","home_health",37707,47052,"full-time",94,"2025-06-19","https://careers.yalenewhavenhospital.net/opportunities/9778","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Personal Care Assistant","Backus Hospital","Providence, RI","home_health",34181,45316,"full-time",80,"2025-06-10","https://www.ziprecruiter.com/c/Backus-Hospital/Jobs/391021","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Norwalk Hospital","Norwalk, CT","home_health",32738,42045,"full-time",82,"2025-06-21","https://www.ziprecruiter.com/c/Norwalk-Hospital/Jobs/834806","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Elder Care Assistant","Charlotte Hungerford Hospital","New Haven, CT","home_health",37141,43579,"part-time",90,"2025-06-10","https://www.ziprecruiter.com/c/Charlotte-Hungerford-Hospital/Jobs/999053","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Hartford HealthCare","Providence, RI","home_health",38960,46766,"full-time",78,"2025-06-22","https://www.indeed.com/viewjob?jk=9946926416994621","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Hospital of Central Connecticut","White Plains, NY","home_health",38132,47487,"full-time",81,"2025-06-12","https://www.indeed.com/viewjob?jk=4921085749604195","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Day Kimball Hospital","New Britain, CT","home_health",39966,46498,"full-time",87,"2025-06-11","https://www.glassdoor.com/job-listing/respite-care-provider-day-kimball-hospital-JV_IC8021514.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
